site,MAF_1pc,MAF_0.5pc,MAF_0.1pc,multiallelic
6297,FALSE,FALSE,TRUE,FALSE
6338,FALSE,FALSE,TRUE,FALSE
6340,FALSE,FALSE,TRUE,FALSE
6351,FALSE,FALSE,TRUE,FALSE
6359,FALSE,FALSE,TRUE,FALSE
6365,FALSE,FALSE,TRUE,FALSE
6366,FALSE,FALSE,TRUE,FALSE
6371,FALSE,TRUE,TRUE,FALSE
6374,FALSE,FALSE,TRUE,FALSE
6378,FALSE,FALSE,TRUE,FALSE
6383,FALSE,FALSE,TRUE,FALSE
6392,TRUE,TRUE,TRUE,FALSE
6401,FALSE,FALSE,TRUE,FALSE
6413,FALSE,FALSE,TRUE,FALSE
6446,FALSE,TRUE,TRUE,FALSE
6455,TRUE,TRUE,TRUE,FALSE
6464,FALSE,FALSE,TRUE,FALSE
6480,FALSE,FALSE,TRUE,FALSE
6497,FALSE,FALSE,TRUE,FALSE
6515,FALSE,FALSE,TRUE,FALSE
6518,FALSE,FALSE,TRUE,FALSE
6524,FALSE,TRUE,TRUE,FALSE
6528,FALSE,FALSE,TRUE,FALSE
6531,FALSE,FALSE,TRUE,FALSE
6548,FALSE,TRUE,TRUE,FALSE
6554,FALSE,FALSE,TRUE,FALSE
6557,FALSE,FALSE,TRUE,FALSE
6587,FALSE,TRUE,TRUE,FALSE
6599,FALSE,FALSE,TRUE,FALSE
6620,TRUE,TRUE,TRUE,FALSE
6629,FALSE,FALSE,TRUE,FALSE
6644,FALSE,FALSE,TRUE,FALSE
6647,FALSE,FALSE,TRUE,FALSE
6653,FALSE,FALSE,TRUE,FALSE
6663,FALSE,FALSE,TRUE,FALSE
6671,FALSE,TRUE,TRUE,FALSE
6680,TRUE,TRUE,TRUE,FALSE
6692,FALSE,FALSE,TRUE,FALSE
6713,FALSE,FALSE,TRUE,FALSE
6719,FALSE,FALSE,TRUE,FALSE
6734,FALSE,TRUE,TRUE,FALSE
6752,FALSE,TRUE,TRUE,FALSE
6755,FALSE,FALSE,TRUE,FALSE
6776,TRUE,TRUE,TRUE,FALSE
6791,FALSE,FALSE,TRUE,FALSE
6806,FALSE,FALSE,TRUE,FALSE
6815,TRUE,TRUE,TRUE,FALSE
6827,FALSE,TRUE,TRUE,FALSE
6881,FALSE,FALSE,TRUE,FALSE
6899,FALSE,FALSE,TRUE,FALSE
6915,FALSE,FALSE,TRUE,FALSE
6917,FALSE,FALSE,TRUE,FALSE
6929,FALSE,FALSE,TRUE,FALSE
6938,FALSE,FALSE,TRUE,FALSE
6941,FALSE,FALSE,TRUE,FALSE
6956,FALSE,FALSE,TRUE,FALSE
6960,FALSE,FALSE,TRUE,FALSE
6962,TRUE,TRUE,TRUE,FALSE
6989,FALSE,TRUE,TRUE,FALSE
7013,FALSE,FALSE,TRUE,FALSE
7022,FALSE,FALSE,TRUE,FALSE
7028,TRUE,TRUE,TRUE,FALSE
7055,TRUE,TRUE,TRUE,FALSE
7076,FALSE,TRUE,TRUE,FALSE
7080,FALSE,FALSE,TRUE,FALSE
7094,FALSE,FALSE,TRUE,FALSE
7142,FALSE,FALSE,TRUE,FALSE
7146,TRUE,TRUE,TRUE,FALSE
7148,FALSE,FALSE,TRUE,FALSE
7154,FALSE,FALSE,TRUE,FALSE
7175,TRUE,TRUE,TRUE,FALSE
7184,FALSE,FALSE,TRUE,FALSE
7193,FALSE,FALSE,TRUE,FALSE
7196,TRUE,TRUE,TRUE,TRUE
7202,FALSE,FALSE,TRUE,FALSE
7226,FALSE,FALSE,TRUE,FALSE
7229,FALSE,FALSE,TRUE,FALSE
7241,FALSE,FALSE,TRUE,FALSE
7250,FALSE,FALSE,TRUE,FALSE
7256,TRUE,TRUE,TRUE,FALSE
7257,FALSE,FALSE,TRUE,FALSE
7258,FALSE,FALSE,TRUE,FALSE
7269,FALSE,FALSE,TRUE,FALSE
7270,FALSE,FALSE,TRUE,FALSE
7271,FALSE,FALSE,TRUE,FALSE
7274,TRUE,TRUE,TRUE,FALSE
7283,FALSE,FALSE,TRUE,FALSE
7299,FALSE,FALSE,TRUE,FALSE
7309,FALSE,FALSE,TRUE,FALSE
7337,TRUE,TRUE,TRUE,FALSE
7364,FALSE,FALSE,TRUE,FALSE
7385,FALSE,FALSE,TRUE,FALSE
7388,FALSE,FALSE,TRUE,FALSE
7389,TRUE,TRUE,TRUE,FALSE
7403,FALSE,FALSE,TRUE,FALSE
7424,TRUE,TRUE,TRUE,FALSE
7433,FALSE,FALSE,TRUE,FALSE
7444,FALSE,FALSE,TRUE,FALSE
7476,TRUE,TRUE,TRUE,FALSE
7493,FALSE,FALSE,TRUE,FALSE
7498,FALSE,FALSE,TRUE,FALSE
7521,TRUE,TRUE,TRUE,FALSE
7547,FALSE,FALSE,TRUE,FALSE
7581,FALSE,FALSE,TRUE,FALSE
7598,TRUE,TRUE,TRUE,FALSE
7600,FALSE,TRUE,TRUE,FALSE
7609,FALSE,FALSE,TRUE,FALSE
7624,FALSE,TRUE,TRUE,TRUE
7642,FALSE,FALSE,TRUE,FALSE
7645,FALSE,FALSE,TRUE,FALSE
7648,FALSE,FALSE,TRUE,FALSE
7657,FALSE,FALSE,TRUE,FALSE
7660,FALSE,FALSE,TRUE,FALSE
7664,FALSE,FALSE,TRUE,FALSE
7673,FALSE,FALSE,TRUE,FALSE
7684,TRUE,TRUE,TRUE,FALSE
7697,FALSE,TRUE,TRUE,FALSE
7702,FALSE,FALSE,TRUE,FALSE
7705,FALSE,FALSE,TRUE,FALSE
7711,FALSE,FALSE,TRUE,FALSE
7738,FALSE,FALSE,TRUE,FALSE
7741,FALSE,FALSE,TRUE,FALSE
7744,FALSE,FALSE,TRUE,FALSE
7757,FALSE,FALSE,TRUE,FALSE
7759,FALSE,FALSE,TRUE,FALSE
7762,FALSE,FALSE,TRUE,FALSE
7765,FALSE,FALSE,TRUE,FALSE
7768,TRUE,TRUE,TRUE,FALSE
7771,TRUE,TRUE,TRUE,FALSE
7775,FALSE,FALSE,TRUE,FALSE
7783,FALSE,FALSE,TRUE,FALSE
7789,FALSE,TRUE,TRUE,FALSE
7805,FALSE,TRUE,TRUE,FALSE
7819,FALSE,TRUE,TRUE,FALSE
7828,FALSE,TRUE,TRUE,FALSE
7830,FALSE,FALSE,TRUE,FALSE
7843,FALSE,FALSE,TRUE,FALSE
7844,FALSE,FALSE,TRUE,FALSE
7849,FALSE,FALSE,TRUE,FALSE
7852,FALSE,FALSE,TRUE,FALSE
7853,TRUE,TRUE,TRUE,FALSE
7859,FALSE,FALSE,TRUE,FALSE
7861,FALSE,TRUE,TRUE,FALSE
7864,FALSE,FALSE,TRUE,FALSE
7867,FALSE,TRUE,TRUE,FALSE
7870,FALSE,FALSE,TRUE,FALSE
7873,FALSE,FALSE,TRUE,FALSE
7897,FALSE,FALSE,TRUE,FALSE
7912,FALSE,FALSE,TRUE,FALSE
7930,FALSE,FALSE,TRUE,FALSE
7933,FALSE,FALSE,TRUE,FALSE
7948,FALSE,FALSE,TRUE,FALSE
7960,FALSE,TRUE,TRUE,FALSE
7961,FALSE,FALSE,TRUE,FALSE
7963,FALSE,FALSE,TRUE,FALSE
7967,FALSE,FALSE,TRUE,FALSE
7972,FALSE,FALSE,TRUE,FALSE
7999,FALSE,TRUE,TRUE,FALSE
8014,FALSE,FALSE,TRUE,TRUE
8020,TRUE,TRUE,TRUE,FALSE
8027,TRUE,TRUE,TRUE,FALSE
8047,FALSE,FALSE,TRUE,FALSE
8080,FALSE,FALSE,TRUE,TRUE
8087,FALSE,FALSE,TRUE,FALSE
8093,FALSE,FALSE,TRUE,FALSE
8104,FALSE,FALSE,TRUE,FALSE
8108,FALSE,FALSE,TRUE,FALSE
8110,FALSE,FALSE,TRUE,FALSE
8113,TRUE,TRUE,TRUE,FALSE
8116,FALSE,FALSE,TRUE,FALSE
8119,FALSE,FALSE,TRUE,FALSE
8137,TRUE,TRUE,TRUE,FALSE
8143,FALSE,FALSE,TRUE,FALSE
8149,FALSE,TRUE,TRUE,FALSE
8152,TRUE,TRUE,TRUE,FALSE
8155,FALSE,FALSE,TRUE,FALSE
8158,FALSE,FALSE,TRUE,FALSE
8167,FALSE,FALSE,TRUE,FALSE
8179,FALSE,FALSE,TRUE,FALSE
8188,FALSE,TRUE,TRUE,FALSE
8191,FALSE,FALSE,TRUE,FALSE
8200,FALSE,FALSE,TRUE,FALSE
8206,TRUE,TRUE,TRUE,FALSE
8222,FALSE,FALSE,TRUE,FALSE
8227,FALSE,FALSE,TRUE,FALSE
8248,FALSE,TRUE,TRUE,FALSE
8251,TRUE,TRUE,TRUE,FALSE
8260,FALSE,FALSE,TRUE,FALSE
8269,TRUE,TRUE,TRUE,FALSE
8277,FALSE,FALSE,TRUE,FALSE
8279,FALSE,FALSE,TRUE,FALSE
8284,FALSE,FALSE,TRUE,FALSE
8286,FALSE,FALSE,TRUE,FALSE
8292,FALSE,FALSE,TRUE,FALSE
8308,FALSE,FALSE,TRUE,FALSE
8311,FALSE,FALSE,TRUE,FALSE
8337,FALSE,FALSE,TRUE,FALSE
8348,FALSE,FALSE,TRUE,FALSE
8360,FALSE,TRUE,TRUE,FALSE
8383,FALSE,FALSE,TRUE,FALSE
8387,FALSE,FALSE,TRUE,FALSE
8388,FALSE,FALSE,TRUE,FALSE
8389,FALSE,FALSE,TRUE,FALSE
8392,FALSE,TRUE,TRUE,FALSE
8393,FALSE,FALSE,TRUE,FALSE
8395,FALSE,FALSE,TRUE,FALSE
8396,FALSE,FALSE,TRUE,FALSE
8404,FALSE,FALSE,TRUE,FALSE
8406,FALSE,FALSE,TRUE,FALSE
8410,FALSE,FALSE,TRUE,FALSE
8414,TRUE,TRUE,TRUE,FALSE
8420,FALSE,FALSE,TRUE,FALSE
8428,FALSE,TRUE,TRUE,FALSE
8440,FALSE,TRUE,TRUE,FALSE
8448,FALSE,FALSE,TRUE,FALSE
8459,FALSE,FALSE,TRUE,FALSE
8468,TRUE,TRUE,TRUE,FALSE
8472,FALSE,FALSE,TRUE,FALSE
8473,TRUE,TRUE,TRUE,FALSE
8479,FALSE,FALSE,TRUE,FALSE
8485,FALSE,FALSE,TRUE,FALSE
8502,FALSE,FALSE,TRUE,FALSE
8503,FALSE,FALSE,TRUE,FALSE
8512,FALSE,FALSE,TRUE,FALSE
8519,FALSE,FALSE,TRUE,FALSE
8521,FALSE,FALSE,TRUE,FALSE
8527,FALSE,TRUE,TRUE,FALSE
8545,FALSE,FALSE,TRUE,FALSE
8557,FALSE,TRUE,TRUE,FALSE
8562,FALSE,FALSE,TRUE,FALSE
8563,FALSE,FALSE,TRUE,FALSE
8566,FALSE,TRUE,TRUE,FALSE
8567,FALSE,FALSE,TRUE,FALSE
8572,FALSE,FALSE,TRUE,FALSE
8573,FALSE,FALSE,TRUE,FALSE
8575,FALSE,FALSE,TRUE,FALSE
8577,FALSE,FALSE,TRUE,FALSE
8584,TRUE,TRUE,TRUE,FALSE
8594,FALSE,FALSE,TRUE,FALSE
8598,FALSE,FALSE,TRUE,FALSE
8602,FALSE,FALSE,TRUE,FALSE
8603,FALSE,FALSE,TRUE,FALSE
8614,FALSE,FALSE,TRUE,FALSE
8616,FALSE,FALSE,TRUE,FALSE
8618,TRUE,TRUE,TRUE,FALSE
8619,FALSE,FALSE,TRUE,FALSE
8650,FALSE,FALSE,TRUE,FALSE
8655,TRUE,TRUE,TRUE,FALSE
8659,FALSE,FALSE,TRUE,FALSE
8679,FALSE,FALSE,TRUE,FALSE
8684,TRUE,TRUE,TRUE,FALSE
8697,TRUE,TRUE,TRUE,FALSE
8701,TRUE,TRUE,TRUE,FALSE
8703,FALSE,FALSE,TRUE,FALSE
8705,FALSE,FALSE,TRUE,FALSE
8715,FALSE,FALSE,TRUE,FALSE
8718,FALSE,FALSE,TRUE,FALSE
8723,FALSE,FALSE,TRUE,FALSE
8730,FALSE,FALSE,TRUE,FALSE
8764,FALSE,FALSE,TRUE,FALSE
8768,FALSE,FALSE,TRUE,FALSE
8772,FALSE,FALSE,TRUE,FALSE
8784,FALSE,TRUE,TRUE,FALSE
8790,FALSE,TRUE,TRUE,FALSE
8793,FALSE,FALSE,TRUE,FALSE
8794,TRUE,TRUE,TRUE,FALSE
8812,FALSE,FALSE,TRUE,FALSE
8817,FALSE,FALSE,TRUE,FALSE
8818,FALSE,TRUE,TRUE,FALSE
8836,FALSE,FALSE,TRUE,FALSE
8838,FALSE,TRUE,TRUE,FALSE
8839,FALSE,FALSE,TRUE,FALSE
8843,FALSE,FALSE,TRUE,FALSE
8853,FALSE,FALSE,TRUE,FALSE
8854,FALSE,FALSE,TRUE,FALSE
8856,FALSE,FALSE,TRUE,FALSE
8860,TRUE,TRUE,TRUE,TRUE
8865,FALSE,FALSE,TRUE,FALSE
8869,FALSE,FALSE,TRUE,FALSE
8870,FALSE,FALSE,TRUE,FALSE
8877,FALSE,TRUE,TRUE,FALSE
8886,FALSE,FALSE,TRUE,FALSE
8887,FALSE,FALSE,TRUE,FALSE
8898,FALSE,FALSE,TRUE,FALSE
8901,FALSE,FALSE,TRUE,FALSE
8911,FALSE,FALSE,TRUE,FALSE
8922,FALSE,FALSE,TRUE,FALSE
8928,FALSE,FALSE,TRUE,FALSE
8932,FALSE,TRUE,TRUE,FALSE
8937,FALSE,FALSE,TRUE,FALSE
8938,FALSE,FALSE,TRUE,FALSE
8943,FALSE,FALSE,TRUE,FALSE
8946,FALSE,FALSE,TRUE,FALSE
8950,FALSE,FALSE,TRUE,FALSE
8964,FALSE,TRUE,TRUE,FALSE
8994,TRUE,TRUE,TRUE,FALSE
9006,FALSE,FALSE,TRUE,FALSE
9007,FALSE,FALSE,TRUE,FALSE
9033,FALSE,FALSE,TRUE,FALSE
9039,FALSE,FALSE,TRUE,FALSE
9041,FALSE,FALSE,TRUE,FALSE
9042,TRUE,TRUE,TRUE,FALSE
9052,FALSE,FALSE,TRUE,FALSE
9053,TRUE,TRUE,TRUE,FALSE
9055,TRUE,TRUE,TRUE,FALSE
9064,FALSE,FALSE,TRUE,FALSE
9066,FALSE,FALSE,TRUE,FALSE
9070,FALSE,FALSE,TRUE,FALSE
9072,TRUE,TRUE,TRUE,FALSE
9077,FALSE,FALSE,TRUE,FALSE
9080,FALSE,FALSE,TRUE,FALSE
9090,FALSE,FALSE,TRUE,FALSE
9093,FALSE,FALSE,TRUE,FALSE
9108,FALSE,FALSE,TRUE,FALSE
9110,FALSE,FALSE,TRUE,FALSE
9111,FALSE,FALSE,TRUE,FALSE
9117,FALSE,FALSE,TRUE,FALSE
9123,FALSE,TRUE,TRUE,FALSE
9126,FALSE,FALSE,TRUE,FALSE
9127,FALSE,FALSE,TRUE,FALSE
9128,FALSE,FALSE,TRUE,FALSE
9136,FALSE,FALSE,TRUE,FALSE
9150,FALSE,TRUE,TRUE,FALSE
9156,FALSE,FALSE,TRUE,FALSE
9165,FALSE,FALSE,TRUE,FALSE
9180,TRUE,TRUE,TRUE,FALSE
9181,FALSE,FALSE,TRUE,FALSE
9192,FALSE,FALSE,TRUE,FALSE
9196,FALSE,FALSE,TRUE,FALSE
9201,FALSE,FALSE,TRUE,FALSE
9210,FALSE,FALSE,TRUE,FALSE
9221,TRUE,TRUE,TRUE,FALSE
9230,FALSE,FALSE,TRUE,FALSE
9233,FALSE,FALSE,TRUE,FALSE
9242,FALSE,FALSE,TRUE,FALSE
9254,FALSE,TRUE,TRUE,FALSE
9266,FALSE,TRUE,TRUE,FALSE
9296,FALSE,FALSE,TRUE,FALSE
9299,FALSE,FALSE,TRUE,FALSE
9300,FALSE,FALSE,TRUE,FALSE
9305,FALSE,FALSE,TRUE,FALSE
9311,FALSE,FALSE,TRUE,FALSE
9329,FALSE,FALSE,TRUE,FALSE
9335,FALSE,FALSE,TRUE,FALSE
9336,FALSE,FALSE,TRUE,FALSE
9347,TRUE,TRUE,TRUE,FALSE
9356,FALSE,FALSE,TRUE,FALSE
9365,FALSE,FALSE,TRUE,FALSE
9377,TRUE,TRUE,TRUE,FALSE
9380,TRUE,TRUE,TRUE,FALSE
9389,FALSE,FALSE,TRUE,FALSE
9431,FALSE,FALSE,TRUE,FALSE
9438,TRUE,TRUE,TRUE,FALSE
9449,TRUE,TRUE,TRUE,FALSE
9452,FALSE,FALSE,TRUE,FALSE
9458,FALSE,FALSE,TRUE,FALSE
9468,FALSE,FALSE,TRUE,FALSE
9477,TRUE,TRUE,TRUE,FALSE
9494,FALSE,FALSE,TRUE,FALSE
9509,FALSE,FALSE,TRUE,FALSE
9512,FALSE,FALSE,TRUE,FALSE
9530,FALSE,FALSE,TRUE,FALSE
9531,FALSE,FALSE,TRUE,FALSE
9536,FALSE,FALSE,TRUE,FALSE
9540,TRUE,TRUE,TRUE,FALSE
9545,TRUE,TRUE,TRUE,FALSE
9548,TRUE,TRUE,TRUE,FALSE
9554,TRUE,TRUE,TRUE,FALSE
9575,FALSE,TRUE,TRUE,FALSE
9581,FALSE,FALSE,TRUE,FALSE
9612,FALSE,FALSE,TRUE,FALSE
9615,FALSE,FALSE,TRUE,FALSE
9620,FALSE,FALSE,TRUE,FALSE
9632,FALSE,FALSE,TRUE,FALSE
9647,FALSE,FALSE,TRUE,FALSE
9650,FALSE,FALSE,TRUE,FALSE
9656,FALSE,FALSE,TRUE,FALSE
9667,FALSE,TRUE,TRUE,FALSE
9698,TRUE,TRUE,TRUE,FALSE
9716,TRUE,TRUE,TRUE,FALSE
9755,TRUE,TRUE,TRUE,FALSE
9758,FALSE,FALSE,TRUE,FALSE
9770,FALSE,FALSE,TRUE,FALSE
9785,FALSE,FALSE,TRUE,FALSE
9804,FALSE,FALSE,TRUE,FALSE
9812,FALSE,FALSE,TRUE,FALSE
9818,TRUE,TRUE,TRUE,FALSE
9824,TRUE,TRUE,TRUE,TRUE
9833,FALSE,FALSE,TRUE,FALSE
9852,FALSE,FALSE,TRUE,FALSE
9855,FALSE,FALSE,TRUE,FALSE
9861,FALSE,FALSE,TRUE,FALSE
9887,FALSE,FALSE,TRUE,FALSE
9899,TRUE,TRUE,TRUE,FALSE
9932,FALSE,TRUE,TRUE,FALSE
9938,FALSE,FALSE,TRUE,FALSE
9941,FALSE,FALSE,TRUE,FALSE
9944,FALSE,FALSE,TRUE,FALSE
9947,TRUE,TRUE,TRUE,FALSE
9948,FALSE,FALSE,TRUE,FALSE
9950,TRUE,TRUE,TRUE,FALSE
9962,FALSE,FALSE,TRUE,FALSE
9966,FALSE,TRUE,TRUE,FALSE
9986,FALSE,FALSE,TRUE,FALSE
10007,FALSE,FALSE,TRUE,FALSE
10031,FALSE,FALSE,TRUE,FALSE
10034,TRUE,TRUE,TRUE,FALSE
10042,FALSE,FALSE,TRUE,FALSE
10044,FALSE,FALSE,TRUE,FALSE
10070,FALSE,FALSE,TRUE,FALSE
10084,FALSE,TRUE,TRUE,FALSE
10086,TRUE,TRUE,TRUE,FALSE
10097,FALSE,FALSE,TRUE,TRUE
10101,FALSE,FALSE,TRUE,FALSE
10115,TRUE,TRUE,TRUE,FALSE
10118,FALSE,FALSE,TRUE,FALSE
10142,TRUE,TRUE,TRUE,FALSE
10143,FALSE,TRUE,TRUE,FALSE
10166,FALSE,FALSE,TRUE,FALSE
10172,FALSE,TRUE,TRUE,FALSE
10181,FALSE,FALSE,TRUE,FALSE
10192,FALSE,FALSE,TRUE,FALSE
10203,FALSE,FALSE,TRUE,FALSE
10208,FALSE,FALSE,TRUE,FALSE
10211,FALSE,FALSE,TRUE,FALSE
10217,FALSE,FALSE,TRUE,FALSE
10232,FALSE,FALSE,TRUE,FALSE
10237,FALSE,FALSE,TRUE,FALSE
10238,TRUE,TRUE,TRUE,FALSE
10245,FALSE,FALSE,TRUE,FALSE
10256,FALSE,FALSE,TRUE,FALSE
10268,FALSE,FALSE,TRUE,FALSE
10274,FALSE,FALSE,TRUE,FALSE
10283,FALSE,FALSE,TRUE,FALSE
10286,FALSE,FALSE,TRUE,FALSE
10289,FALSE,FALSE,TRUE,FALSE
10295,FALSE,TRUE,TRUE,FALSE
10304,FALSE,FALSE,TRUE,FALSE
10310,TRUE,TRUE,TRUE,FALSE
10316,FALSE,FALSE,TRUE,FALSE
10319,FALSE,FALSE,TRUE,FALSE
10320,FALSE,TRUE,TRUE,FALSE
10321,TRUE,TRUE,TRUE,FALSE
10325,FALSE,FALSE,TRUE,FALSE
10345,FALSE,FALSE,TRUE,FALSE
10365,FALSE,FALSE,TRUE,FALSE
10370,FALSE,FALSE,TRUE,FALSE
10373,TRUE,TRUE,TRUE,FALSE
10394,FALSE,FALSE,TRUE,FALSE
10397,FALSE,TRUE,TRUE,FALSE
10398,TRUE,TRUE,TRUE,FALSE
10400,TRUE,TRUE,TRUE,FALSE
10410,FALSE,TRUE,TRUE,TRUE
10411,FALSE,FALSE,TRUE,FALSE
10427,FALSE,FALSE,TRUE,FALSE
10454,FALSE,FALSE,TRUE,FALSE
10463,TRUE,TRUE,TRUE,FALSE
10493,FALSE,FALSE,TRUE,FALSE
10497,FALSE,FALSE,TRUE,FALSE
10499,FALSE,TRUE,TRUE,FALSE
10506,FALSE,FALSE,TRUE,FALSE
10514,FALSE,FALSE,TRUE,FALSE
10535,FALSE,FALSE,TRUE,FALSE
10550,TRUE,TRUE,TRUE,FALSE
10583,FALSE,FALSE,TRUE,FALSE
10586,TRUE,TRUE,TRUE,FALSE
10589,TRUE,TRUE,TRUE,FALSE
10595,FALSE,FALSE,TRUE,FALSE
10598,FALSE,FALSE,TRUE,FALSE
10607,FALSE,FALSE,TRUE,FALSE
10609,TRUE,TRUE,TRUE,FALSE
10619,FALSE,FALSE,TRUE,FALSE
10632,FALSE,FALSE,TRUE,FALSE
10640,FALSE,TRUE,TRUE,FALSE
10646,FALSE,FALSE,TRUE,FALSE
10652,FALSE,FALSE,TRUE,FALSE
10658,FALSE,FALSE,TRUE,FALSE
10664,TRUE,TRUE,TRUE,FALSE
10667,FALSE,TRUE,TRUE,FALSE
10679,FALSE,FALSE,TRUE,FALSE
10685,FALSE,TRUE,TRUE,FALSE
10688,TRUE,TRUE,TRUE,FALSE
10724,FALSE,FALSE,TRUE,FALSE
10733,FALSE,FALSE,TRUE,FALSE
10750,FALSE,FALSE,TRUE,FALSE
10754,FALSE,FALSE,TRUE,TRUE
10771,FALSE,FALSE,TRUE,FALSE
10790,FALSE,FALSE,TRUE,FALSE
10792,FALSE,TRUE,TRUE,FALSE
10793,FALSE,TRUE,TRUE,FALSE
10801,FALSE,FALSE,TRUE,FALSE
10810,TRUE,TRUE,TRUE,FALSE
10816,FALSE,TRUE,TRUE,FALSE
10819,TRUE,TRUE,TRUE,FALSE
10822,FALSE,FALSE,TRUE,FALSE
10825,FALSE,FALSE,TRUE,FALSE
10828,FALSE,FALSE,TRUE,FALSE
10834,FALSE,TRUE,TRUE,FALSE
10861,FALSE,FALSE,TRUE,FALSE
10873,TRUE,TRUE,TRUE,FALSE
10876,TRUE,TRUE,TRUE,FALSE
10885,FALSE,FALSE,TRUE,FALSE
10899,FALSE,FALSE,TRUE,FALSE
10907,FALSE,FALSE,TRUE,FALSE
10915,TRUE,TRUE,TRUE,FALSE
10920,FALSE,FALSE,TRUE,FALSE
10927,FALSE,FALSE,TRUE,FALSE
10939,FALSE,FALSE,TRUE,FALSE
10976,FALSE,FALSE,TRUE,FALSE
10978,FALSE,FALSE,TRUE,FALSE
10993,FALSE,FALSE,TRUE,FALSE
11002,TRUE,TRUE,TRUE,FALSE
11009,FALSE,FALSE,TRUE,FALSE
11016,FALSE,TRUE,TRUE,FALSE
11017,FALSE,FALSE,TRUE,FALSE
11020,FALSE,FALSE,TRUE,FALSE
11024,FALSE,FALSE,TRUE,FALSE
11025,FALSE,FALSE,TRUE,FALSE
11050,FALSE,FALSE,TRUE,FALSE
11061,FALSE,FALSE,TRUE,FALSE
11065,FALSE,FALSE,TRUE,FALSE
11083,FALSE,FALSE,TRUE,FALSE
11084,FALSE,FALSE,TRUE,FALSE
11087,FALSE,FALSE,TRUE,FALSE
11101,FALSE,FALSE,TRUE,FALSE
11143,FALSE,FALSE,TRUE,FALSE
11149,FALSE,FALSE,TRUE,FALSE
11150,FALSE,FALSE,TRUE,FALSE
11151,FALSE,FALSE,TRUE,FALSE
11152,FALSE,FALSE,TRUE,FALSE
11155,FALSE,FALSE,TRUE,FALSE
11164,FALSE,FALSE,TRUE,FALSE
11167,FALSE,FALSE,TRUE,FALSE
11172,FALSE,FALSE,TRUE,FALSE
11176,TRUE,TRUE,TRUE,FALSE
11191,FALSE,FALSE,TRUE,FALSE
11197,FALSE,FALSE,TRUE,FALSE
11204,FALSE,FALSE,TRUE,FALSE
11215,FALSE,TRUE,TRUE,FALSE
11251,TRUE,TRUE,TRUE,FALSE
11252,FALSE,FALSE,TRUE,FALSE
11253,FALSE,TRUE,TRUE,FALSE
11257,FALSE,FALSE,TRUE,FALSE
11260,FALSE,FALSE,TRUE,FALSE
11287,FALSE,FALSE,TRUE,FALSE
11293,FALSE,FALSE,TRUE,FALSE
11296,FALSE,FALSE,TRUE,FALSE
11299,TRUE,TRUE,TRUE,FALSE
11302,FALSE,FALSE,TRUE,FALSE
11314,FALSE,FALSE,TRUE,FALSE
11332,TRUE,TRUE,TRUE,FALSE
11339,FALSE,FALSE,TRUE,FALSE
11348,FALSE,FALSE,TRUE,FALSE
11353,FALSE,FALSE,TRUE,FALSE
11359,FALSE,FALSE,TRUE,FALSE
11362,FALSE,FALSE,TRUE,FALSE
11365,FALSE,FALSE,TRUE,FALSE
11377,TRUE,TRUE,TRUE,FALSE
11380,FALSE,FALSE,TRUE,FALSE
11383,FALSE,FALSE,TRUE,FALSE
11386,FALSE,FALSE,TRUE,FALSE
11404,FALSE,FALSE,TRUE,FALSE
11410,FALSE,FALSE,TRUE,FALSE
11437,FALSE,TRUE,TRUE,FALSE
11440,FALSE,TRUE,TRUE,FALSE
11447,FALSE,FALSE,TRUE,FALSE
11467,TRUE,TRUE,TRUE,FALSE
11470,FALSE,FALSE,TRUE,FALSE
11482,FALSE,FALSE,TRUE,FALSE
11485,FALSE,TRUE,TRUE,FALSE
11506,FALSE,FALSE,TRUE,FALSE
11518,FALSE,FALSE,TRUE,FALSE
11536,FALSE,FALSE,TRUE,FALSE
11554,FALSE,FALSE,TRUE,FALSE
11560,FALSE,FALSE,TRUE,FALSE
11569,FALSE,TRUE,TRUE,FALSE
11590,FALSE,FALSE,TRUE,FALSE
11611,FALSE,FALSE,TRUE,FALSE
11617,FALSE,FALSE,TRUE,FALSE
11641,FALSE,TRUE,TRUE,FALSE
11647,FALSE,FALSE,TRUE,FALSE
11653,FALSE,TRUE,TRUE,FALSE
11654,FALSE,TRUE,TRUE,FALSE
11665,TRUE,TRUE,TRUE,FALSE
11674,TRUE,TRUE,TRUE,FALSE
11696,FALSE,TRUE,TRUE,FALSE
11719,TRUE,TRUE,TRUE,FALSE
11732,FALSE,FALSE,TRUE,FALSE
11761,FALSE,FALSE,TRUE,FALSE
11778,FALSE,FALSE,TRUE,FALSE
11800,FALSE,TRUE,TRUE,FALSE
11809,FALSE,FALSE,TRUE,FALSE
11812,TRUE,TRUE,TRUE,FALSE
11827,FALSE,FALSE,TRUE,FALSE
11840,FALSE,FALSE,TRUE,FALSE
11854,FALSE,TRUE,TRUE,FALSE
11864,FALSE,FALSE,TRUE,FALSE
11869,FALSE,FALSE,TRUE,FALSE
11887,FALSE,TRUE,TRUE,FALSE
11893,FALSE,FALSE,TRUE,FALSE
11899,TRUE,TRUE,TRUE,FALSE
11914,TRUE,TRUE,TRUE,FALSE
11923,FALSE,FALSE,TRUE,FALSE
11928,FALSE,FALSE,TRUE,FALSE
11929,FALSE,FALSE,TRUE,FALSE
11935,FALSE,FALSE,TRUE,FALSE
11938,FALSE,FALSE,TRUE,FALSE
